ngram,score
персонал ввічливий готовий,0.25506490218209443
приємний персонал смачні,0.25506490218209443
приємний персонал хороший,0.25506490218209443
приємний персонал чистий,0.25506490218209443
персонал смачні ситні,0.25506490218209443
чисто тепло комфортно,0.25506490218209443
кухня усім необхідним,0.25506490218209443
чисто тихо комфортно,0.25506490218209443
приємний персонал чистота,0.25506490218209443
кімната зручне ліжко,0.25506490218209443
чисто тихо спокійно,0.25506490218209443
персонал розташування центрі,0.25506490218209443
персонал розташування готелю,0.25506490218209443
готель відмінний персонал,0.25506490218209443
готель відмінне розташування,0.25506490218209443
персонал просторий номер,0.25506490218209443
персонал приємний ввічливий,0.25506490218209443
готель березі моря,0.25506490218209443
персонал привітний чисто,0.25506490218209443
хороший сніданок чисто,0.25506490218209443
персонал привітний сніданки,0.25506490218209443
чисто хороші сніданки,0.25506490218209443
персонал привітний розташування,0.25506490218209443
персонал привітний рекомендую,0.25506490218209443
персонал привітний дружелюбний,0.25506490218209443
ліжко привітний персонал,0.25506490218209443
просторий номер хороший,0.25506490218209443
просторий номер чисто,0.25506490218209443
ліжко хороший сніданок,0.25506490218209443
приємний персонал сніданок,0.25506490218209443
готель зручне місце,0.25506490218209443
розташування гарний вид,0.25506490218209443
персонал уважний чуйний,0.25506490218209443
готель смачні сніданки,0.25506490218209443
привітний персонал швидке,0.25506490218209443
привітний персонал швидко,0.25506490218209443
комфортно привітний персонал,0.25506490218209443
привітний турботливий персонал,0.25506490218209443
чисто приємний персонал,0.25506490218209443
комфортно приємний персонал,0.25506490218209443
привітний усміхнений персонал,0.25506490218209443
привітні дівчата рецепції,0.25506490218209443
приголомшливий вид вікна,0.25506490218209443
приємна дівчина адміністратор,0.25506490218209443
комфортні умови проживання,0.25506490218209443
приємний доброзичливий персонал,0.25506490218209443
приємний персонал всі,0.25506490218209443
приємний персонал відмінне,0.25506490218209443
приємний персонал гарне,0.25506490218209443
чистий охайний номер,0.25506490218209443
красива доглянута територія,0.25506490218209443
приємний персонал гарний,0.25506490218209443
приємний персонал затишний,0.25506490218209443
готель номер чистий,0.25506490218209443
готель новий чисто,0.25506490218209443
персонал хороше місце,0.25506490218209443
готель невеликий затишний,0.25506490218209443
приємний персонал зручне,0.25506490218209443
персонал хороша кухня,0.25506490218209443
приємний персонал рецепції,0.25506490218209443
ліжко чиста білизна,0.25506490218209443
персонал привітний готель,0.25506490218209443
прямо березі моря,0.25506490218209443
пішки 10 хв,0.25506490218209443
чисті персонал привітний,0.25506490218209443
чисті просторі номери,0.25506490218209443
персонал зручний номер,0.25506490218209443
чудове розташування готелю,0.25506490218209443
хороший просторий номер,0.25506490218209443
мікрохвильова піч посуд,0.25506490218209443
персонал затишно чисто,0.25506490218209443
мікрохвильовка чайник холодильник,0.25506490218209443
розташований тихому місці,0.25506490218209443
чистий номер необхідне,0.25506490218209443
розташування березі моря,0.25506490218209443
чистий номер зручне,0.25506490218209443
розташування ввічливий персонал,0.25506490218209443
персонал затишний чистий,0.25506490218209443
чудовий готель центрі,0.25506490218209443
міста крокової доступності,0.25506490218209443
міста номер чистий,0.25506490218209443
відмінний чистий номер,0.25506490218209443
відмінний привітний персонал,0.25506490218209443
відмінний персонал чисто,0.25506490218209443
розташування вокзалу центру,0.25506490218209443
розташування відмінне метро,0.25506490218209443
відмінний затишний готель,0.25506490218209443
міста приємний персонал,0.25506490218209443
розташування відмінний персонал,0.25506490218209443
персонал доброзичливий чуйний,0.25506490218209443
відмінний готель гроші,0.25506490218209443
чистий номер смачний,0.25506490218209443
чистий номер сніданок,0.25506490218209443
метро хвилинах ходьби,0.25506490218209443
рекомендувати друзям знайомим,0.25506490218209443
гарний затишний номер,0.25506490218209443
гарний затишний готель,0.25506490218209443
гарний вид місто,0.25506490218209443
пішки 10 хвилин,0.25506490218209443
ліжко чиста постільна,0.25506490218209443
пішки площі ринок,0.25506490218209443
чистий номер хороший,0.25506490218209443
чистий номер хороша,0.25506490218209443
персонал обов 39,0.25506490218209443
гарне розташування чистий,0.25506490218209443
пішки привітний персонал,0.25506490218209443
хороший ситний сніданок,0.25506490218209443
гарне розташування хороший,0.25506490218209443
чисті зручні номери,0.25506490218209443
меблі зручне ліжко,0.25506490218209443
гарне розташування метро,0.25506490218209443
гарне розташування готелю,0.25506490218209443
гарне розташування біля,0.25506490218209443
персонал номери чисті,0.25506490218209443
персонал номер чистий,0.25506490218209443
рекомендувати своїм друзям,0.25506490218209443
метро пузата хата,0.25506490218209443
хороший різноманітний сніданок,0.25506490218209443
чистота приємний персонал,0.25506490218209443
чистота смачний сніданок,0.25506490218209443
персонал комфортний номер,0.25506490218209443
комфортний чистий номер,0.25506490218209443
готель співвідношення ціна,0.25506490218209443
готель тихому місці,0.25506490218209443
зручне розташування номер,0.25506490218209443
затишний теплий номер,0.25506490218209443
затишний просторий номер,0.25506490218209443
затишний номер хороший,0.25506490218209443
затишний номер привітний,0.25506490218209443
зручне ліжко привітний,0.25506490218209443
затишний невеликий готель,0.25506490218209443
зручне ліжко хороша,0.25506490218209443
затишне тихе місце,0.25506490218209443
привітний ненав 39,0.25506490218209443
чисто затишно приємний,0.25506490218209443
привітний персонал великий,0.25506490218209443
привітний персонал всі,0.25506490218209443
чисто затишно смачний,0.25506490218209443
чисто затишно сніданок,0.25506490218209443
привітний персонал відмінна,0.25506490218209443
чисто затишно тепло,0.25506490218209443
