ngram,score
відсутність питної води,0.35244216139567125
запах ванній кімнаті,0.35244216139567125
звукоізоляція залишає бажати,0.35244216139567125
порожній міні бар,0.35244216139567125
слабкий сигнал wi,0.35244216139567125
погана звукоізоляція номерів,0.35244216139567125
чути відбувається сусідніх,0.35244216139567125
відсутність одноразових капців,0.35244216139567114
відсутність міні бару,0.35244216139567114
звукоізоляція чутно сусідів,0.35244216139567114
чистота залишає бажати,0.35244216139567114
холодно ванній кімнаті,0.35244216139567114
номері міні бару,0.35244216139567114
погана шумоізоляція номері,0.35244216139567114
номері чутно відбувається,0.35244216139567114
номері холодно кондиціонер,0.35244216139567114
звукоізоляція чути відбувається,0.35244216139567114
погана шумоізоляція чути,0.35244216139567114
номер одним великим,0.35244216139567114
готель потребує ремонту,0.35244216139567114
погана звукоізоляція чути,0.35244216139567114
відбувається коридорі сусідніх,0.35244216139567114
відсутність wi fi,0.35244216139567114
стіну сусіднього будинку,0.35244216139567114
вхідні двері номер,0.35244216139567114
погана звукоізоляція номері,0.35244216139567114
погана звукоізоляція номерах,0.35244216139567114
запах каналізації ванній,0.35244216139567114
запах каналізації номері,0.35244216139567114
запах сигаретного диму,0.35244216139567114
погана звукоізоляція номерами,0.35244216139567114
запах тютюнового диму,0.35244216139567114
неприємний запах кімнаті,0.35244216139567114
повна відсутність звукоізоляції,0.35244216139567114
слабкий натиск води,0.35244216139567114
неприємний запах ванній,0.35244216139567114
тонкі стіни сутність,0.35244216139567114
відсутня гаряча вода,0.35244216139567114
цвіль душовій кабіні,0.35244216139567114
номері погана шумоізоляція,0.35244216139567114
погано прибраний номер,0.35244216139567114
забитий слив душі,0.35244216139567114
ледь тепла вода,0.35244216139567114
коридорі сусідніх номерах,0.35244216139567114
витяжка ванній кімнаті,0.35244216139567114
погано стікала вода,0.35244216139567114
номер погано прибраний,0.35244216139567114
маленька душова кабіна,0.35244216139567114
гарячої води тепла,0.35244216139567114
погано стікає вода,0.35244216139567114
ванна кімната потребує,0.35244216139567114
погано працював слив,0.35244216139567114
вид вікна стіну,0.35244216139567114
поганий вай фай,0.35244216139567114
номері погана звукоізоляція,0.35244216139567114
номері одна розетка,0.35244216139567114
погано працює злив,0.35244216139567114
чутно відбувається коридорі,0.34824604680206306
погана звукоізоляція чутно,0.3473025217432601
чути відбувається коридорі,0.34724096770986346
свіжий ремонт нові,0.34582628144575706
чисто акуратно номері,0.34582628144575706
ввічливий персонал затишний,0.34582628144575706
номер персонал привітний,0.34582628144575706
